https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,tradecount
1589068800000,2020-05-10 00:00:00,ETH/USDT,210.32,210.36,177.89,187.52,3056317.482,577999455.74581,620956
1588982400000,2020-05-09 00:00:00,ETH/USDT,211.47,214.81,208.30,210.31,1444064.449,306213858.72979,388625
1588896000000,2020-05-08 00:00:00,ETH/USDT,212.25,216.95,207.01,211.47,1698296.769,360076385.66326,440233
1588809600000,2020-05-07 00:00:00,ETH/USDT,199.09,215.63,196.14,212.25,2470908.382,513526641.19670,593638
1588723200000,2020-05-06 00:00:00,ETH/USDT,205.36,211.13,198.04,199.06,1868966.306,386076250.92430,440463
1588636800000,2020-05-05 00:00:00,ETH/USDT,206.69,212.02,201.14,205.39,1814876.244,374058470.58590,478967
1588550400000,2020-05-04 00:00:00,ETH/USDT,209.94,210.83,195.10,206.73,2313604.876,469274368.72380,538466
1588464000000,2020-05-03 00:00:00,ETH/USDT,213.99,219.84,205.00,209.95,1688070.223,359428511.96159,415590
1588377600000,2020-05-02 00:00:00,ETH/USDT,212.21,215.63,210.55,213.99,1246430.868,265476896.91763,376623
1588291200000,2020-05-01 00:00:00,ETH/USDT,206.21,217.49,206.12,212.22,1902796.913,403173248.22679,486182
1588204800000,2020-04-30 00:00:00,ETH/USDT,215.50,227.50,201.90,206.22,4371759.191,936458258.32876,878149
1588118400000,2020-04-29 00:00:00,ETH/USDT,196.34,219.50,196.31,215.50,3776173.452,788440824.81620,689336
1588032000000,2020-04-28 00:00:00,ETH/USDT,196.39,197.72,192.28,196.31,1903267.470,372049036.21292,334612
1587945600000,2020-04-27 00:00:00,ETH/USDT,197.46,199.00,189.51,196.37,2321318.544,452448671.70133,427019
1587859200000,2020-04-26 00:00:00,ETH/USDT,194.22,199.99,192.27,197.46,2056340.656,402336362.15937,382181
1587772800000,2020-04-25 00:00:00,ETH/USDT,187.67,198.53,185.70,194.25,2370712.476,458631945.16971,454073
1587686400000,2020-04-24 00:00:00,ETH/USDT,185.54,189.77,184.49,187.65,1865428.754,349685296.23952,388552
1587600000000,2020-04-23 00:00:00,ETH/USDT,182.63,194.40,178.00,185.53,3351092.377,621753420.53678,618026
1587513600000,2020-04-22 00:00:00,ETH/USDT,170.66,183.98,169.80,182.63,2433000.659,432861105.37288,451332
1587427200000,2020-04-21 00:00:00,ETH/USDT,170.19,174.63,167.92,170.66,2195445.346,375960392.81830,464362
1587340800000,2020-04-20 00:00:00,ETH/USDT,179.96,186.47,166.60,170.19,3452651.911,611827298.66674,671337
1587254400000,2020-04-19 00:00:00,ETH/USDT,187.52,188.30,176.27,179.97,2326412.534,423672004.55212,427548
1587168000000,2020-04-18 00:00:00,ETH/USDT,170.56,189.68,170.28,187.48,2159964.294,389663555.13636,437965
1587081600000,2020-04-17 00:00:00,ETH/USDT,172.31,174.88,168.21,170.56,1341267.776,228893903.77257,308154
1586995200000,2020-04-16 00:00:00,ETH/USDT,152.64,174.92,148.07,172.27,3073088.701,509884815.63486,630949
1586908800000,2020-04-15 00:00:00,ETH/USDT,158.42,161.32,151.90,152.64,1352926.571,212884736.06398,292804
1586822400000,2020-04-14 00:00:00,ETH/USDT,156.38,161.83,155.07,158.43,1342786.247,212907622.90640,297080
1586736000000,2020-04-13 00:00:00,ETH/USDT,158.69,159.08,149.55,156.37,1787879.914,275149048.62074,405320
1586649600000,2020-04-12 00:00:00,ETH/USDT,158.21,164.90,154.85,158.72,1402479.422,224914825.57336,277592
1586563200000,2020-04-11 00:00:00,ETH/USDT,157.69,161.25,153.78,158.19,1157138.069,182597930.42972,276994
1586476800000,2020-04-10 00:00:00,ETH/USDT,169.48,170.10,152.00,157.69,2238955.865,356355836.18656,494548
1586390400000,2020-04-09 00:00:00,ETH/USDT,173.18,173.44,164.89,169.46,1307817.881,222508469.51894,331023
1586304000000,2020-04-08 00:00:00,ETH/USDT,164.56,174.59,163.55,173.19,1871521.554,317822104.24189,458894
1586217600000,2020-04-07 00:00:00,ETH/USDT,171.15,176.16,162.13,164.55,3033756.235,517045468.00622,701681
1586131200000,2020-04-06 00:00:00,ETH/USDT,142.59,171.99,142.51,171.15,2847455.204,449513671.57668,562880
1586044800000,2020-04-05 00:00:00,ETH/USDT,143.97,145.52,140.60,142.59,780295.149,111570542.90690,172991
1585958400000,2020-04-04 00:00:00,ETH/USDT,141.20,146.14,138.79,144.02,977437.997,139027717.81503,223233
1585872000000,2020-04-03 00:00:00,ETH/USDT,141.29,146.78,137.68,141.23,1307374.677,186309257.94885,325138
1585785600000,2020-04-02 00:00:00,ETH/USDT,135.60,149.97,135.00,141.30,1694646.358,238001714.23101,380867
1585699200000,2020-04-01 00:00:00,ETH/USDT,132.60,137.22,128.27,135.60,1143905.195,151016360.22430,230834
1585612800000,2020-03-31 00:00:00,ETH/USDT,132.07,135.00,130.33,132.61,896493.378,118826469.17698,205235
1585526400000,2020-03-30 00:00:00,ETH/USDT,124.42,135.13,123.93,132.04,1187536.733,155662722.12980,266063
1585440000000,2020-03-29 00:00:00,ETH/USDT,130.97,131.77,123.74,124.40,848667.965,108415730.52964,218262
1585353600000,2020-03-28 00:00:00,ETH/USDT,131.24,132.93,124.52,130.95,1335630.330,171695997.87213,342445
1585267200000,2020-03-27 00:00:00,ETH/USDT,138.36,141.44,129.16,131.27,1024307.980,139707188.15309,277914
1585180800000,2020-03-26 00:00:00,ETH/USDT,136.11,139.80,133.18,138.41,1069528.365,144970764.16497,307363
1585094400000,2020-03-25 00:00:00,ETH/USDT,138.39,142.46,132.36,136.10,1448291.794,198316846.12547,431364
1585008000000,2020-03-24 00:00:00,ETH/USDT,135.96,143.44,132.41,138.38,1745190.832,239985908.84741,517026
1584921600000,2020-03-23 00:00:00,ETH/USDT,122.27,137.67,119.00,135.96,1950909.243,250208240.74389,464331
1584835200000,2020-03-22 00:00:00,ETH/USDT,132.64,137.20,121.00,122.25,1724360.751,222080052.34143,362939
1584748800000,2020-03-21 00:00:00,ETH/USDT,133.48,137.58,125.58,132.67,1933564.299,254848453.29529,402245
1584662400000,2020-03-20 00:00:00,ETH/USDT,136.42,152.68,116.67,133.52,3128620.956,431165491.64371,607243
1584576000000,2020-03-19 00:00:00,ETH/USDT,118.12,143.34,115.50,136.42,2098800.654,270554423.25128,422407
1584489600000,2020-03-18 00:00:00,ETH/USDT,115.67,118.59,109.78,118.16,1583517.464,181277993.24376,367376
1584403200000,2020-03-17 00:00:00,ETH/USDT,111.04,121.55,109.34,115.68,2053691.349,239015139.83578,432785
1584316800000,2020-03-16 00:00:00,ETH/USDT,123.87,124.40,100.11,111.06,3622097.906,400195138.40241,633699
1584230400000,2020-03-15 00:00:00,ETH/USDT,122.56,133.85,120.40,123.89,1802030.406,224638895.20642,341902
1584144000000,2020-03-14 00:00:00,ETH/USDT,134.10,134.67,121.16,122.55,1845475.252,237313127.06988,291746
1584057600000,2020-03-13 00:00:00,ETH/USDT,106.97,323.00,84.23,134.13,6584772.112,787562869.66480,1143787
1583971200000,2020-03-12 00:00:00,ETH/USDT,194.77,195.81,95.00,106.71,7116256.717,1042747529.18930,876766
1583884800000,2020-03-11 00:00:00,ETH/USDT,200.90,203.26,181.88,194.81,2125322.090,410229505.12859,377831
1583798400000,2020-03-10 00:00:00,ETH/USDT,202.95,206.32,195.66,200.95,2008333.356,405031566.29724,342612
1583712000000,2020-03-09 00:00:00,ETH/USDT,199.54,208.65,190.02,203.02,3885205.704,778277652.87276,558024
1583625600000,2020-03-08 00:00:00,ETH/USDT,237.36,237.38,195.35,199.54,3150036.792,684775390.09688,435510
1583539200000,2020-03-07 00:00:00,ETH/USDT,244.97,251.80,236.30,237.34,1637057.953,398551973.39385,262341
1583452800000,2020-03-06 00:00:00,ETH/USDT,228.63,245.38,227.60,244.94,1307956.340,309193535.18403,210885
1583366400000,2020-03-05 00:00:00,ETH/USDT,224.43,234.26,224.43,228.64,1142530.928,262593712.18975,190706
1583280000000,2020-03-04 00:00:00,ETH/USDT,224.10,229.00,220.45,224.47,1027175.512,230726528.92651,164273
1583193600000,2020-03-03 00:00:00,ETH/USDT,232.24,232.67,220.21,224.10,1544830.651,350368765.18825,250480
1583107200000,2020-03-02 00:00:00,ETH/USDT,218.01,234.50,216.24,232.22,1604040.396,362061880.36415,252090
1583020800000,2020-03-01 00:00:00,ETH/USDT,217.37,228.00,212.33,218.01,1775078.523,390456164.99470,319189
1582934400000,2020-02-29 00:00:00,ETH/USDT,227.04,233.33,217.14,217.31,1309444.250,295997709.37920,239830
1582848000000,2020-02-28 00:00:00,ETH/USDT,227.93,234.93,214.25,227.09,2026863.186,454376453.34299,416639
1582761600000,2020-02-27 00:00:00,ETH/USDT,224.13,238.58,210.01,227.92,2374539.334,536493997.29536,538634
1582675200000,2020-02-26 00:00:00,ETH/USDT,247.03,250.54,215.75,224.10,2729291.802,633303689.86963,505295
1582588800000,2020-02-25 00:00:00,ETH/USDT,265.69,266.40,244.57,247.03,1563901.657,399165818.02308,307867
1582502400000,2020-02-24 00:00:00,ETH/USDT,274.66,277.26,257.50,265.70,1483265.023,396190156.06157,292530
1582416000000,2020-02-23 00:00:00,ETH/USDT,261.82,275.84,261.50,274.67,940831.980,254128741.02017,195861
1582329600000,2020-02-22 00:00:00,ETH/USDT,265.45,267.16,256.23,261.83,752957.418,196960689.68890,168666
1582243200000,2020-02-21 00:00:00,ETH/USDT,257.18,268.50,253.89,265.44,985301.295,258780144.08535,186008
1582156800000,2020-02-20 00:00:00,ETH/USDT,258.39,264.32,245.91,257.11,1618473.989,415072958.53042,371065
1582070400000,2020-02-19 00:00:00,ETH/USDT,282.96,286.70,250.00,258.43,1677778.697,459670219.19239,276538
1581984000000,2020-02-18 00:00:00,ETH/USDT,267.99,286.48,258.78,282.96,1885124.383,515176525.90584,295234
1581897600000,2020-02-17 00:00:00,ETH/USDT,258.87,268.81,242.32,268.00,2129022.892,538264137.14580,384716
1581811200000,2020-02-16 00:00:00,ETH/USDT,265.16,274.30,237.86,258.87,2297491.401,594576100.72784,379609
1581724800000,2020-02-15 00:00:00,ETH/USDT,285.40,289.00,262.41,265.08,1925220.413,529235758.42768,300463
1581638400000,2020-02-14 00:00:00,ETH/USDT,268.48,287.58,260.53,285.40,1447161.175,395789382.38502,239287
1581552000000,2020-02-13 00:00:00,ETH/USDT,266.26,278.80,256.20,268.48,2386998.020,639755030.53358,373205
1581465600000,2020-02-12 00:00:00,ETH/USDT,237.17,277.97,237.17,266.24,2223807.477,574225360.14547,334904
1581379200000,2020-02-11 00:00:00,ETH/USDT,223.04,239.98,218.64,237.16,1194286.448,272327898.64944,165529
1581292800000,2020-02-10 00:00:00,ETH/USDT,228.71,229.96,217.32,223.03,1175671.024,262203105.94020,160175
1581206400000,2020-02-09 00:00:00,ETH/USDT,223.57,230.90,223.50,228.64,969021.787,220695663.91218,120637
1581120000000,2020-02-08 00:00:00,ETH/USDT,223.57,228.02,213.35,223.57,1090545.108,243043392.21839,136512
1581033600000,2020-02-07 00:00:00,ETH/USDT,213.30,225.36,213.30,223.57,1054174.736,232249153.37736,135137
1580947200000,2020-02-06 00:00:00,ETH/USDT,204.10,216.70,201.28,213.27,1254989.317,264288535.88063,171238
1580860800000,2020-02-05 00:00:00,ETH/USDT,189.00,208.18,188.26,204.10,902811.615,178375200.47346,110642
1580774400000,2020-02-04 00:00:00,ETH/USDT,189.89,191.76,184.71,189.01,614290.379,115364577.74246,80668
1580688000000,2020-02-03 00:00:00,ETH/USDT,188.64,195.45,186.65,189.92,652054.538,124122130.70399,91435
1580601600000,2020-02-02 00:00:00,ETH/USDT,183.80,193.70,179.00,188.59,907342.798,170846713.44708,136351
1580515200000,2020-02-01 00:00:00,ETH/USDT,180.14,184.58,179.41,183.82,526688.019,96080885.54872,73274
1580428800000,2020-01-31 00:00:00,ETH/USDT,185.16,186.34,175.50,180.14,672522.049,121744510.77084,82806
1580342400000,2020-01-30 00:00:00,ETH/USDT,173.86,187.40,171.07,185.14,653770.608,116665433.71156,86918
1580256000000,2020-01-29 00:00:00,ETH/USDT,175.89,178.85,173.30,173.80,401619.605,70901067.68041,57915
1580169600000,2020-01-28 00:00:00,ETH/USDT,170.25,176.70,170.22,175.88,525282.459,90758791.20274,72110
1580083200000,2020-01-27 00:00:00,ETH/USDT,167.98,172.26,165.28,170.21,418039.792,70720869.02324,53201
1579996800000,2020-01-26 00:00:00,ETH/USDT,160.50,168.16,159.50,167.90,326188.863,53409274.40732,43835
1579910400000,2020-01-25 00:00:00,ETH/USDT,162.66,163.00,157.80,160.52,282785.555,45339862.12769,42072
1579824000000,2020-01-24 00:00:00,ETH/USDT,162.97,164.65,155.72,162.63,472568.424,75924771.97144,64720
1579737600000,2020-01-23 00:00:00,ETH/USDT,168.24,168.38,159.41,162.97,481102.220,78583548.01533,67538
1579651200000,2020-01-22 00:00:00,ETH/USDT,169.62,171.61,166.12,168.19,334378.174,56350595.56504,46337
1579564800000,2020-01-21 00:00:00,ETH/USDT,167.01,170.34,165.02,169.52,351565.999,58986902.98569,48717
1579478400000,2020-01-20 00:00:00,ETH/USDT,167.04,169.48,161.50,167.03,390055.869,64624702.00634,60886
1579392000000,2020-01-19 00:00:00,ETH/USDT,174.37,178.42,161.81,167.04,742371.819,125956521.72340,123733
1579305600000,2020-01-18 00:00:00,ETH/USDT,170.06,179.57,165.08,174.43,819444.357,142262348.68168,126514
1579219200000,2020-01-17 00:00:00,ETH/USDT,164.39,174.79,162.27,170.06,946707.348,160259747.79844,132234
1579132800000,2020-01-16 00:00:00,ETH/USDT,166.61,167.63,158.43,164.37,784199.474,127461014.43638,96110
1579046400000,2020-01-15 00:00:00,ETH/USDT,165.75,172.18,159.35,166.60,1391999.279,230286716.67757,161755
1578960000000,2020-01-14 00:00:00,ETH/USDT,143.57,171.00,143.49,165.77,2169559.414,342187335.94531,200718
1578873600000,2020-01-13 00:00:00,ETH/USDT,146.57,147.00,142.32,143.58,558655.672,80266745.59378,55178
1578787200000,2020-01-12 00:00:00,ETH/USDT,142.40,146.60,141.71,146.57,630256.911,90941158.24868,63661
1578700800000,2020-01-11 00:00:00,ETH/USDT,144.80,148.03,142.00,142.40,832163.204,119977193.63432,83777
1578614400000,2020-01-10 00:00:00,ETH/USDT,137.73,145.15,135.22,144.80,908378.249,127143267.90469,88107
1578528000000,2020-01-09 00:00:00,ETH/USDT,140.76,141.52,135.33,137.73,956864.213,132349219.83971,79801
1578441600000,2020-01-08 00:00:00,ETH/USDT,142.86,147.94,137.15,140.75,1208133.766,171733898.79286,117669
1578355200000,2020-01-07 00:00:00,ETH/USDT,144.11,145.25,138.70,142.86,963331.505,137384193.55172,82275
1578268800000,2020-01-06 00:00:00,ETH/USDT,135.32,144.38,134.82,144.04,1095147.166,153993462.03959,89851
1578182400000,2020-01-05 00:00:00,ETH/USDT,134.14,138.17,134.12,135.33,669677.687,91098597.42478,71080
1578096000000,2020-01-04 00:00:00,ETH/USDT,134.31,135.80,132.41,134.14,509778.108,68153930.41227,65138
1578009600000,2020-01-03 00:00:00,ETH/USDT,127.11,135.07,125.78,134.29,951123.597,125018928.04077,106861
1577923200000,2020-01-02 00:00:00,ETH/USDT,130.63,130.75,126.25,127.11,523582.924,67377970.84502,47479
1577836800000,2020-01-01 00:00:00,ETH/USDT,129.12,132.96,128.62,130.62,466063.929,61037558.40428,40168
1577750400000,2019-12-31 00:00:00,ETH/USDT,131.53,133.64,128.15,129.12,647743.359,84614091.61629,54948
1577664000000,2019-12-30 00:00:00,ETH/USDT,134.22,136.21,130.19,131.52,692165.824,91950597.99650,58885
1577577600000,2019-12-29 00:00:00,ETH/USDT,128.02,138.25,127.50,134.28,771614.663,102246841.95888,65386
1577491200000,2019-12-28 00:00:00,ETH/USDT,126.24,129.62,125.77,128.04,468730.855,59832626.86938,40944
1577404800000,2019-12-27 00:00:00,ETH/USDT,125.53,127.06,122,126.21,567887.536,71062171.64403,53297
1577318400000,2019-12-26 00:00:00,ETH/USDT,125.06,132.44,124.33,125.53,583380.778,74015092.19705,59409
1577232000000,2019-12-25 00:00:00,ETH/USDT,127.72,127.83,123,125.06,455279.225,56922516.85419,41175
1577145600000,2019-12-24 00:00:00,ETH/USDT,127.75,129.67,126.45,127.76,497534.945,63643418.56040,43791
1577059200000,2019-12-23 00:00:00,ETH/USDT,132.18,135.09,126.01,127.73,698722.014,91842141.56236,67719
1576972800000,2019-12-22 00:00:00,ETH/USDT,126.99,133.33,126.78,132.14,443907.086,57782448.27002,46744
1576886400000,2019-12-21 00:00:00,ETH/USDT,128.13,128.52,126.50,126.99,208331.595,26494884.59958,26490
1576800000000,2019-12-20 00:00:00,ETH/USDT,128.03,129.33,125.73,128.13,346553.796,44173865.86824,36582
1576713600000,2019-12-19 00:00:00,ETH/USDT,132.78,133.79,125.66,128.03,637508.534,81427182.50507,75003
1576627200000,2019-12-18 00:00:00,ETH/USDT,121.90,134.75,115.95,132.74,1013697.094,126878213.28292,127648
1576540800000,2019-12-17 00:00:00,ETH/USDT,132.60,132.84,119.10,121.87,613475.540,77808074.34792,73757
1576454400000,2019-12-16 00:00:00,ETH/USDT,142.46,142.63,128.59,132.59,553596.159,74937085.70597,67884
1576368000000,2019-12-15 00:00:00,ETH/USDT,141.77,144,139.89,142.39,230729.834,32774496.51484,22835
1576281600000,2019-12-14 00:00:00,ETH/USDT,144.71,144.97,141.05,141.77,187036.667,26688162.93104,18526
1576195200000,2019-12-13 00:00:00,ETH/USDT,144.80,145.20,143,144.70,183068.201,26428341.34049,20860
1576108800000,2019-12-12 00:00:00,ETH/USDT,143.36,145.80,139.05,144.80,372077.814,53279718.29956,34519
1576022400000,2019-12-11 00:00:00,ETH/USDT,142.83,142.87,142.74,142.76,158.649,22655.78275,33
1575936000000,2019-12-10 00:00:00,ETH/USDT,147.36,148.39,143.78,145.55,253852.598,37152298.15565,27022
1575849600000,2019-12-09 00:00:00,ETH/USDT,150.41,151.15,146.55,147.37,296475.449,44161248.94511,26976
1575763200000,2019-12-08 00:00:00,ETH/USDT,147.08,156.25,146.01,150.41,260610.870,38821520.15034,25401
1575676800000,2019-12-07 00:00:00,ETH/USDT,148.41,149.42,146.77,147.10,239185.310,35392175.44071,25825
1575590400000,2019-12-06 00:00:00,ETH/USDT,148.08,149.50,145.66,148.41,334645.217,49359338.35101,32781
1575504000000,2019-12-05 00:00:00,ETH/USDT,145.36,148.88,143.77,148.04,441113.912,64620018.03792,31714
1575417600000,2019-12-04 00:00:00,ETH/USDT,147.12,152.22,142.96,145.35,684404.817,100448763.87067,47342
1575331200000,2019-12-03 00:00:00,ETH/USDT,148.59,149.80,145.62,147.10,495996.573,73434360.19026,47707
1575244800000,2019-12-02 00:00:00,ETH/USDT,150.72,151.30,146.67,148.59,395630.910,58829106.54673,42498
1575158400000,2019-12-01 00:00:00,ETH/USDT,151.38,152.50,145.50,150.65,394494.119,58741811.96827,46005
1575072000000,2019-11-30 00:00:00,ETH/USDT,154.40,155.15,149.66,151.38,370491.615,56539195.08197,44923
1574985600000,2019-11-29 00:00:00,ETH/USDT,150.56,157.40,150.55,154.41,167906.104,25824932.01289,31539
1574899200000,2019-11-28 00:00:00,ETH/USDT,154.29,156.52,146.41,150.48,116824.070,17742043.26991,19847
1574812800000,2019-11-27 00:00:00,ETH/USDT,146,155.66,125.03,152.52,115911.840,17460431.98330,13143
