https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,tradecount
1606089600000,2020-11-23 00:00:00,ETH/USDT,560.41,611.88,550.81,609.12,7475301.504,4395596654.20608,1708344
1606003200000,2020-11-22 00:00:00,ETH/USDT,554.04,582.93,511.00,560.42,7317045.590,4022935662.18822,1515989
1605916800000,2020-11-21 00:00:00,ETH/USDT,510.43,555.44,502.80,554.10,5113556.271,2697114724.26534,1269280
1605830400000,2020-11-20 00:00:00,ETH/USDT,471.38,514.52,471.01,510.37,4646610.690,2320362796.89682,1231789
1605744000000,2020-11-19 00:00:00,ETH/USDT,478.60,480.68,465.15,471.38,2320768.365,1100330779.87607,736696
1605657600000,2020-11-18 00:00:00,ETH/USDT,482.56,497.00,455.00,478.61,5265683.829,2515967634.21523,1259021
1605571200000,2020-11-17 00:00:00,ETH/USDT,460.70,485.93,460.00,482.49,3589150.001,1700391157.31620,1004063
1605484800000,2020-11-16 00:00:00,ETH/USDT,448.16,466.60,445.53,460.72,2458564.459,1122837075.35513,799761
1605398400000,2020-11-15 00:00:00,ETH/USDT,461.02,462.96,440.10,448.16,2039952.113,923590510.34729,691121
1605312000000,2020-11-14 00:00:00,ETH/USDT,476.80,478.10,451.97,461.00,2199594.275,1018168657.35182,690421
1605225600000,2020-11-13 00:00:00,ETH/USDT,462.69,479.00,457.25,476.80,3013056.859,1409561751.13007,829046
1605139200000,2020-11-12 00:00:00,ETH/USDT,463.34,470.83,451.09,462.68,3184836.866,1466293500.10829,861884
1605052800000,2020-11-11 00:00:00,ETH/USDT,450.67,476.89,449.69,463.35,3760142.204,1745401777.20616,971963
1604966400000,2020-11-10 00:00:00,ETH/USDT,444.73,455.82,439.07,450.67,2457157.259,1101900928.72573,724815
1604880000000,2020-11-09 00:00:00,ETH/USDT,454.74,459.90,433.76,444.72,3414860.603,1529951231.33957,875666
1604793600000,2020-11-08 00:00:00,ETH/USDT,435.64,461.10,432.33,454.75,2450451.528,1096811295.30789,773991
1604707200000,2020-11-07 00:00:00,ETH/USDT,456.38,469.74,423.70,435.58,5035309.468,2267393644.26046,1412297
1604620800000,2020-11-06 00:00:00,ETH/USDT,417.13,459.00,414.81,456.38,5106137.581,2238630663.95929,1258910
1604534400000,2020-11-05 00:00:00,ETH/USDT,402.95,423.79,395.89,417.14,4634761.389,1891955855.84379,1290281
1604448000000,2020-11-04 00:00:00,ETH/USDT,388.11,408.99,375.71,402.92,3120949.650,1226524381.30970,985161
1604361600000,2020-11-03 00:00:00,ETH/USDT,383.16,390.28,370.00,388.11,2031329.509,772381755.52383,711968
1604275200000,2020-11-02 00:00:00,ETH/USDT,396.90,405.00,377.71,383.16,2316121.967,903392158.93109,713748
1604188800000,2020-11-01 00:00:00,ETH/USDT,386.28,398.00,384.32,396.82,1414350.496,551627820.47901,498079
1604102400000,2020-10-31 00:00:00,ETH/USDT,382.49,394.14,380.14,386.29,1672781.766,647983532.23330,552920
1604016000000,2020-10-30 00:00:00,ETH/USDT,386.94,392.10,373.03,382.40,2280687.856,869836730.23964,643478
1603929600000,2020-10-29 00:00:00,ETH/USDT,388.17,394.27,380.50,386.94,1923941.877,747193992.32758,564298
1603843200000,2020-10-28 00:00:00,ETH/USDT,403.59,409.65,379.28,388.17,2723288.874,1067492300.89028,738085
1603756800000,2020-10-27 00:00:00,ETH/USDT,392.43,410.58,390.00,403.60,2401387.340,963095983.72540,630010
1603670400000,2020-10-26 00:00:00,ETH/USDT,406.14,411.18,382.18,392.43,2786314.677,1107994114.66407,744207
1603584000000,2020-10-25 00:00:00,ETH/USDT,412.34,417.89,402.60,406.14,1346452.607,551028600.15098,517649
1603497600000,2020-10-24 00:00:00,ETH/USDT,409.41,417.16,407.33,412.34,1329608.930,548566702.97112,520856
1603411200000,2020-10-23 00:00:00,ETH/USDT,414.38,419.99,401.82,409.40,2104662.195,867793859.96589,646495
1603324800000,2020-10-22 00:00:00,ETH/USDT,390.95,421.90,390.57,414.39,3018734.084,1234905764.54365,856223
1603238400000,2020-10-21 00:00:00,ETH/USDT,368.74,402.80,367.90,390.96,3345842.465,1295884282.38578,876410
1603152000000,2020-10-20 00:00:00,ETH/USDT,379.47,381.19,364.90,368.74,1662321.815,619370716.71565,549359
1603065600000,2020-10-19 00:00:00,ETH/USDT,378.28,384.53,372.72,379.47,1306013.625,494223813.25818,512797
1602979200000,2020-10-18 00:00:00,ETH/USDT,368.26,378.80,367.16,378.29,806637.483,301425260.48222,440692
1602892800000,2020-10-17 00:00:00,ETH/USDT,365.42,370.91,363.19,368.26,710651.199,260959521.02027,420785
1602806400000,2020-10-16 00:00:00,ETH/USDT,377.63,379.92,360.53,365.41,1864106.370,687027290.77005,607914
1602720000000,2020-10-15 00:00:00,ETH/USDT,378.75,382.60,369.50,377.63,1617436.212,608124653.81412,578617
1602633600000,2020-10-14 00:00:00,ETH/USDT,381.11,387.72,373.12,378.75,1534026.379,582747917.14607,539010
1602547200000,2020-10-13 00:00:00,ETH/USDT,386.72,388.15,374.25,381.12,1684066.814,642910145.53332,590391
1602460800000,2020-10-12 00:00:00,ETH/USDT,374.39,395.43,365.50,386.73,2084977.674,792546271.84131,676742
1602374400000,2020-10-11 00:00:00,ETH/USDT,370.68,378.10,369.07,374.39,1029589.464,384600265.70501,486132
1602288000000,2020-10-10 00:00:00,ETH/USDT,365.03,378.70,364.71,370.68,1467956.111,548124498.85565,574278
1602201600000,2020-10-09 00:00:00,ETH/USDT,351.07,368.30,347.26,365.04,1327626.268,475540403.45352,545048
1602115200000,2020-10-08 00:00:00,ETH/USDT,341.42,353.43,333.88,351.08,1560418.728,536210648.99195,599963
1602028800000,2020-10-07 00:00:00,ETH/USDT,340.66,342.90,332.22,341.41,1228735.001,416785150.96720,543383
1601942400000,2020-10-06 00:00:00,ETH/USDT,353.45,354.95,336.44,340.65,1685300.902,583797555.33140,611831
1601856000000,2020-10-05 00:00:00,ETH/USDT,352.15,356.51,348.20,353.45,979059.824,344652651.01339,403413
1601769600000,2020-10-04 00:00:00,ETH/USDT,345.69,354.30,343.68,352.23,994011.923,346534414.39154,396500
1601683200000,2020-10-03 00:00:00,ETH/USDT,345.44,350.86,343.38,345.72,824121.901,285996343.36135,381089
1601596800000,2020-10-02 00:00:00,ETH/USDT,352.54,354.34,334.01,345.41,1991868.507,683375506.97021,624922
1601510400000,2020-10-01 00:00:00,ETH/USDT,359.71,370.44,345.10,352.53,2088409.078,746571670.36107,665864
1601424000000,2020-09-30 00:00:00,ETH/USDT,359.70,361.55,351.02,359.71,1168055.491,415896154.63899,488247
1601337600000,2020-09-29 00:00:00,ETH/USDT,353.84,360.55,350.07,359.70,1437671.627,510876559.74376,561451
1601251200000,2020-09-28 00:00:00,ETH/USDT,357.29,368.45,351.60,353.85,1849537.469,666373302.11207,605118
1601164800000,2020-09-27 00:00:00,ETH/USDT,353.89,362.22,346.79,357.40,1563883.714,555292723.13595,575645
1601078400000,2020-09-26 00:00:00,ETH/USDT,351.88,356.58,345.76,353.88,1293348.016,455072316.68204,574331
1600992000000,2020-09-25 00:00:00,ETH/USDT,348.73,357.88,337.50,351.88,2148472.096,743662627.24495,735803
1600905600000,2020-09-24 00:00:00,ETH/USDT,320.64,353.09,316.37,348.77,2679663.060,901752280.98076,870711
1600819200000,2020-09-23 00:00:00,ETH/USDT,344.05,344.60,312.36,320.64,2547487.165,846856958.49964,735772
1600732800000,2020-09-22 00:00:00,ETH/USDT,340.19,346.75,335.27,344.06,2105741.952,719805988.46761,617003
1600646400000,2020-09-21 00:00:00,ETH/USDT,370.86,377.20,330.66,340.19,3292780.639,1155637097.23577,885886
1600560000000,2020-09-20 00:00:00,ETH/USDT,384.95,385.33,364.52,370.85,1347492.449,503892954.65173,518499
1600473600000,2020-09-19 00:00:00,ETH/USDT,384.43,388.71,376.67,384.96,923238.785,353726036.38442,470233
1600387200000,2020-09-18 00:00:00,ETH/USDT,389.23,392.43,375.39,384.44,1502040.045,576509035.40646,631909
1600300800000,2020-09-17 00:00:00,ETH/USDT,364.97,394.07,363.10,389.24,2807865.002,1069882746.36399,839381
1600214400000,2020-09-16 00:00:00,ETH/USDT,364.00,373.30,354.75,364.95,1911187.036,696557257.65751,628834
1600128000000,2020-09-15 00:00:00,ETH/USDT,377.13,382.49,362.29,364.06,2013169.525,747292134.06940,701432
1600041600000,2020-09-14 00:00:00,ETH/USDT,366.24,384.42,355.48,377.13,2243256.424,832952559.07798,755165
1599955200000,2020-09-13 00:00:00,ETH/USDT,387.58,390.45,353.12,366.24,2318465.664,859558056.31093,750798
1599868800000,2020-09-12 00:00:00,ETH/USDT,373.42,388.36,364.43,387.65,1472243.835,551721286.62609,577135
1599782400000,2020-09-11 00:00:00,ETH/USDT,367.69,375.07,355.60,373.45,1837058.853,671565874.73255,658094
1599696000000,2020-09-10 00:00:00,ETH/USDT,350.58,377.00,349.66,367.69,2855720.317,1048583230.04711,785449
1599609600000,2020-09-09 00:00:00,ETH/USDT,337.38,359.00,330.58,350.65,1732784.863,600153424.58103,586359
1599523200000,2020-09-08 00:00:00,ETH/USDT,353.49,356.67,325.00,337.32,3008960.497,1022162050.92677,871201
1599436800000,2020-09-07 00:00:00,ETH/USDT,352.62,358.48,323.02,353.49,3268150.180,1119788439.21161,942280
1599350400000,2020-09-06 00:00:00,ETH/USDT,334.85,360.00,316.03,352.69,3681811.956,1260136199.59651,1111814
1599264000000,2020-09-05 00:00:00,ETH/USDT,385.24,394.89,307.36,334.85,5792598.731,2014890370.20582,1850618
1599177600000,2020-09-04 00:00:00,ETH/USDT,381.52,400.63,356.14,385.20,3806408.610,1466761495.79589,1181030
1599091200000,2020-09-03 00:00:00,ETH/USDT,439.74,450.91,371.00,381.62,4981606.249,2061198580.62087,1451171
1599004800000,2020-09-02 00:00:00,ETH/USDT,475.70,482.44,418.30,439.75,4128002.108,1848669079.41557,1198657
1598918400000,2020-09-01 00:00:00,ETH/USDT,434.03,489.32,429.25,475.61,3265577.517,1522749662.81293,981222
1598832000000,2020-08-31 00:00:00,ETH/USDT,429.12,439.49,418.20,434.03,1643669.582,708381941.47511,593545
1598745600000,2020-08-30 00:00:00,ETH/USDT,398.71,430.28,398.37,429.11,1442892.512,599192209.99373,530726
1598659200000,2020-08-29 00:00:00,ETH/USDT,395.16,405.80,391.81,398.66,987943.950,395131559.72597,409743
1598572800000,2020-08-28 00:00:00,ETH/USDT,383.58,398.80,379.94,395.14,1161424.748,454164125.32279,441158
1598486400000,2020-08-27 00:00:00,ETH/USDT,386.02,397.38,371.31,383.60,1885062.888,723029860.38872,634552
1598400000000,2020-08-26 00:00:00,ETH/USDT,383.07,393.44,377.63,386.02,1390706.382,535388937.61697,514169
1598313600000,2020-08-25 00:00:00,ETH/USDT,407.91,409.43,370.14,383.11,2394641.047,926182571.14738,772454
1598227200000,2020-08-24 00:00:00,ETH/USDT,391.00,410.70,387.64,407.94,1323796.078,532034653.91777,522224
1598140800000,2020-08-23 00:00:00,ETH/USDT,395.44,397.20,383.69,391.00,892915.856,348769199.20701,417650
1598054400000,2020-08-22 00:00:00,ETH/USDT,388.27,397.34,380.00,395.44,1122107.661,436143011.08409,484140
1597968000000,2020-08-21 00:00:00,ETH/USDT,416.30,418.95,385.09,388.25,1870166.525,753415032.24112,636597
1597881600000,2020-08-20 00:00:00,ETH/USDT,407.63,419.48,402.41,416.29,1235515.836,508701446.71645,490634
1597795200000,2020-08-19 00:00:00,ETH/USDT,422.33,427.10,393.28,407.65,2392945.290,978436819.67326,750946
1597708800000,2020-08-18 00:00:00,ETH/USDT,431.31,434.50,414.00,422.36,1639582.806,698827138.90995,538783
1597622400000,2020-08-17 00:00:00,ETH/USDT,434.19,449.00,421.01,431.33,2238985.810,968933324.12397,670317
1597536000000,2020-08-16 00:00:00,ETH/USDT,432.78,437.71,413.01,434.19,1739365.364,742240079.00529,523079
1597449600000,2020-08-15 00:00:00,ETH/USDT,438.71,443.90,426.68,432.75,1729353.597,753504069.85460,492660
1597363200000,2020-08-14 00:00:00,ETH/USDT,425.27,445.66,418.00,438.84,2795449.786,1207407794.98586,679006
1597276800000,2020-08-13 00:00:00,ETH/USDT,387.51,432.25,376.77,425.34,3595989.078,1440744340.82628,822314
1597190400000,2020-08-12 00:00:00,ETH/USDT,379.34,389.75,366.05,387.46,1576215.436,599199526.83731,400563
1597104000000,2020-08-11 00:00:00,ETH/USDT,395.83,398.78,367.00,379.30,2199154.835,845731729.15190,529635
1597017600000,2020-08-10 00:00:00,ETH/USDT,390.54,400.70,384.34,395.83,1547750.272,611218329.12583,402256
1596931200000,2020-08-09 00:00:00,ETH/USDT,397.56,400.73,383.75,390.54,1457418.137,571218683.77785,401401
1596844800000,2020-08-08 00:00:00,ETH/USDT,379.62,397.75,376.11,397.48,1345421.828,520508410.78516,405183
1596758400000,2020-08-07 00:00:00,ETH/USDT,395.10,398.86,361.27,379.63,2591811.422,992515267.80878,625089
1596672000000,2020-08-06 00:00:00,ETH/USDT,400.94,404.25,390.60,395.09,1643305.550,652554125.73757,461636
1596585600000,2020-08-05 00:00:00,ETH/USDT,390.02,407.88,384.31,400.95,2378190.463,942126678.78739,627789
1596499200000,2020-08-04 00:00:00,ETH/USDT,386.19,403.88,380.66,390.10,2702153.264,1057960148.06036,654517
1596412800000,2020-08-03 00:00:00,ETH/USDT,372.86,398.59,366.66,386.20,3020910.903,1173622514.82561,717019
1596326400000,2020-08-02 00:00:00,ETH/USDT,387.25,418.49,302.00,372.85,6320469.190,2395197027.14924,1334537
1596240000000,2020-08-01 00:00:00,ETH/USDT,346.42,394.80,343.40,387.24,4026011.453,1483605104.03266,826413
1596153600000,2020-07-31 00:00:00,ETH/USDT,335.31,349.83,329.00,346.42,2671758.151,912102990.69843,673762
1596067200000,2020-07-30 00:00:00,ETH/USDT,318.12,343.38,314.06,335.30,2332715.926,763116559.16756,516637
1595980800000,2020-07-29 00:00:00,ETH/USDT,317.19,325.99,313.00,318.12,1890408.946,606896653.93406,410157
1595894400000,2020-07-28 00:00:00,ETH/USDT,322.30,327.47,306.02,317.21,2856472.080,906295104.75718,648669
1595808000000,2020-07-27 00:00:00,ETH/USDT,311.36,335.00,311.00,322.33,5017477.237,1620266858.22627,1010311
1595721600000,2020-07-26 00:00:00,ETH/USDT,305.58,321.99,299.18,311.41,3709687.999,1149779086.62864,765341
1595635200000,2020-07-25 00:00:00,ETH/USDT,279.45,309.39,279.28,305.64,3122852.128,915502216.03662,671258
1595548800000,2020-07-24 00:00:00,ETH/USDT,275.50,287.76,268.32,279.45,2651233.303,736083875.03441,595521
1595462400000,2020-07-23 00:00:00,ETH/USDT,264.30,280.48,259.86,275.56,2725687.424,736552038.77903,655074
1595376000000,2020-07-22 00:00:00,ETH/USDT,245.56,270.80,241.52,264.27,1647528.096,418091059.37613,427122
1595289600000,2020-07-21 00:00:00,ETH/USDT,236.02,246.87,235.52,245.56,1191285.530,288862206.41801,362155
1595203200000,2020-07-20 00:00:00,ETH/USDT,239.18,239.81,234.00,236.03,693643.358,164752457.58157,241950
1595116800000,2020-07-19 00:00:00,ETH/USDT,235.69,239.93,233.28,239.19,573124.068,135124155.60153,207075
1595030400000,2020-07-18 00:00:00,ETH/USDT,232.72,236.95,232.35,235.69,466496.509,109492088.09960,205667
1594944000000,2020-07-17 00:00:00,ETH/USDT,233.75,235.05,231.81,232.72,557216.722,129976699.22534,222227
1594857600000,2020-07-16 00:00:00,ETH/USDT,238.59,239.58,229.84,233.74,1047566.611,244658931.71368,333572
1594771200000,2020-07-15 00:00:00,ETH/USDT,240.57,241.50,236.90,238.59,529634.834,126575225.98055,220091
1594684800000,2020-07-14 00:00:00,ETH/USDT,239.60,242.24,236.74,240.56,724653.885,173634906.59871,264606
1594598400000,2020-07-13 00:00:00,ETH/USDT,242.82,245.56,237.30,239.60,1099518.478,266174695.26564,366373
1594512000000,2020-07-12 00:00:00,ETH/USDT,239.25,244.35,236.00,242.82,899578.746,215562992.67344,310997
1594425600000,2020-07-11 00:00:00,ETH/USDT,241.38,241.79,237.61,239.25,478752.331,114661329.88100,212158
1594339200000,2020-07-10 00:00:00,ETH/USDT,242.00,242.25,235.73,241.37,789372.278,188835488.41670,271580
1594252800000,2020-07-09 00:00:00,ETH/USDT,247.10,247.94,238.04,242.01,1407925.425,342433597.13767,394925
1594166400000,2020-07-08 00:00:00,ETH/USDT,239.45,249.00,237.75,247.14,1430997.143,348773164.43888,444962
1594080000000,2020-07-07 00:00:00,ETH/USDT,241.66,243.90,234.44,239.45,1024076.026,244093092.67784,343892
1593993600000,2020-07-06 00:00:00,ETH/USDT,227.61,242.32,226.89,241.63,1361794.882,320359855.27586,380449
1593907200000,2020-07-05 00:00:00,ETH/USDT,229.21,229.88,223.26,227.61,681239.534,154164268.13412,235460
1593820800000,2020-07-04 00:00:00,ETH/USDT,224.82,230.77,224.31,229.20,534507.407,121465137.44154,221319
1593734400000,2020-07-03 00:00:00,ETH/USDT,226.54,228.17,224.11,224.83,579175.291,131241028.78854,249631
1593648000000,2020-07-02 00:00:00,ETH/USDT,231.02,231.99,222.76,226.54,1305858.588,297251172.93531,413390
1593561600000,2020-07-01 00:00:00,ETH/USDT,225.56,232.78,224.01,231.03,980442.364,224106226.55330,304623
1593475200000,2020-06-30 00:00:00,ETH/USDT,227.95,228.73,223.00,225.56,843327.995,190512620.41264,282693
1593388800000,2020-06-29 00:00:00,ETH/USDT,224.93,230.13,221.11,227.95,1101723.749,247970501.55192,353417
1593302400000,2020-06-28 00:00:00,ETH/USDT,220.95,227.90,217.81,224.96,967586.374,216318637.93915,317233
1593216000000,2020-06-27 00:00:00,ETH/USDT,229.65,231.40,213.59,220.94,1316665.336,294859175.09059,377007
1593129600000,2020-06-26 00:00:00,ETH/USDT,232.50,233.65,227.67,229.66,1096114.911,252514561.81677,413927
1593043200000,2020-06-25 00:00:00,ETH/USDT,234.54,235.50,227.53,232.50,1051198.670,244330169.16450,400908
1592956800000,2020-06-24 00:00:00,ETH/USDT,243.13,249.41,231.00,234.54,1872960.153,448953617.37941,482217
1592870400000,2020-06-23 00:00:00,ETH/USDT,243.13,244.90,240.70,243.12,880274.162,213875470.03441,254457
1592784000000,2020-06-22 00:00:00,ETH/USDT,228.07,247.00,227.50,243.14,1580083.705,377318824.05754,417611
1592697600000,2020-06-21 00:00:00,ETH/USDT,228.84,231.40,227.06,228.08,480312.941,110256923.45852,185644
1592611200000,2020-06-20 00:00:00,ETH/USDT,228.98,230.80,225.07,228.85,690552.179,157633384.57489,214484
1592524800000,2020-06-19 00:00:00,ETH/USDT,231.26,232.00,226.02,228.97,875231.698,200700324.69961,269891
1592438400000,2020-06-18 00:00:00,ETH/USDT,233.73,234.70,227.81,231.26,722224.653,167276182.33834,255571
1592352000000,2020-06-17 00:00:00,ETH/USDT,235.22,237.50,227.47,233.75,1098414.164,255862428.97339,321599
1592265600000,2020-06-16 00:00:00,ETH/USDT,230.85,236.00,228.75,235.22,989098.472,230773103.93013,314960
1592179200000,2020-06-15 00:00:00,ETH/USDT,231.92,233.64,218.02,230.86,1960437.997,443458580.66509,520180
1592092800000,2020-06-14 00:00:00,ETH/USDT,238.14,238.59,229.90,231.92,787142.212,184729377.14818,323956
1592006400000,2020-06-13 00:00:00,ETH/USDT,237.47,238.88,234.60,238.17,562091.362,133082474.15789,311442
1591920000000,2020-06-12 00:00:00,ETH/USDT,230.48,239.38,228.30,237.46,958938.087,225982481.27438,393900
1591833600000,2020-06-11 00:00:00,ETH/USDT,247.95,250.34,225.33,230.48,1937518.384,463593288.19211,581593
1591747200000,2020-06-10 00:00:00,ETH/USDT,243.98,251.00,241.00,247.95,1101191.092,270438018.28235,417318
1591660800000,2020-06-09 00:00:00,ETH/USDT,246.64,250.10,237.30,243.98,1120313.696,272824173.15009,423086
1591574400000,2020-06-08 00:00:00,ETH/USDT,244.67,248.05,241.04,246.65,857037.392,209012260.96756,359385
1591488000000,2020-06-07 00:00:00,ETH/USDT,242.06,245.61,234.64,244.66,1343974.146,322855661.22177,449450
1591401600000,2020-06-06 00:00:00,ETH/USDT,240.12,244.89,237.91,242.05,838620.358,202429929.69899,395601
1591315200000,2020-06-05 00:00:00,ETH/USDT,243.29,248.36,238.68,240.13,1287620.696,312982105.00055,492819
1591228800000,2020-06-04 00:00:00,ETH/USDT,244.52,246.70,235.75,243.28,1658566.857,402459677.30633,566658
1591142400000,2020-06-03 00:00:00,ETH/USDT,237.74,245.23,233.30,244.52,1177836.333,281645740.99126,488449
1591056000000,2020-06-02 00:00:00,ETH/USDT,248.91,254.48,220.00,237.73,1997511.516,482361317.69117,660078
1590969600000,2020-06-01 00:00:00,ETH/USDT,231.55,252.80,230.61,248.90,2168854.578,522438717.22123,587226
1590883200000,2020-05-31 00:00:00,ETH/USDT,243.73,245.30,229.54,231.55,2064900.485,489701677.03937,558819
1590796800000,2020-05-30 00:00:00,ETH/USDT,220.65,247.85,218.77,243.74,2496490.987,585564863.55064,755218
1590710400000,2020-05-29 00:00:00,ETH/USDT,220.31,225.00,217.00,220.65,1412528.305,311884016.19261,503061
1590624000000,2020-05-28 00:00:00,ETH/USDT,208.27,220.79,204.55,220.32,1302485.446,275853034.40081,456508
1590537600000,2020-05-27 00:00:00,ETH/USDT,200.89,208.48,200.69,208.27,949312.616,194678762.77842,354584
1590451200000,2020-05-26 00:00:00,ETH/USDT,204.10,205.05,196.68,200.91,1053386.195,212361617.55361,369707
1590364800000,2020-05-25 00:00:00,ETH/USDT,199.70,205.66,197.72,204.10,992843.927,201511206.07324,396003
1590278400000,2020-05-24 00:00:00,ETH/USDT,206.46,210.54,199.24,199.70,1534431.164,316070681.24532,450498
1590192000000,2020-05-23 00:00:00,ETH/USDT,207.31,211.20,204.47,206.51,1093535.486,227019949.01277,306675
1590105600000,2020-05-22 00:00:00,ETH/USDT,198.69,209.22,195.95,207.28,1415586.292,287619795.23226,378567
1590019200000,2020-05-21 00:00:00,ETH/USDT,209.99,211.69,191.61,198.68,1812327.033,366782519.68942,478043
1589932800000,2020-05-20 00:00:00,ETH/USDT,214.69,215.85,206.02,209.96,1322809.976,279696340.13428,450724
1589846400000,2020-05-19 00:00:00,ETH/USDT,214.83,215.99,209.32,214.70,1209630.470,257251108.96285,478427
1589760000000,2020-05-18 00:00:00,ETH/USDT,206.90,217.20,206.90,214.83,1527493.953,325316559.17037,486047
1589673600000,2020-05-17 00:00:00,ETH/USDT,200.40,210.16,199.50,206.93,1067367.779,218892160.12065,376453
1589587200000,2020-05-16 00:00:00,ETH/USDT,194.72,203.46,193.20,200.39,1100996.922,220055609.94610,379947
1589500800000,2020-05-15 00:00:00,ETH/USDT,203.10,203.99,191.21,194.71,1377796.956,273307743.27705,419743
1589414400000,2020-05-14 00:00:00,ETH/USDT,199.53,205.95,195.56,203.13,1892551.091,380305674.97201,476240
1589328000000,2020-05-13 00:00:00,ETH/USDT,189.64,200.95,187.64,199.54,1373737.580,267245495.97600,346257
1589241600000,2020-05-12 00:00:00,ETH/USDT,185.68,192.31,185.40,189.64,1261058.639,238588953.57139,340517
1589155200000,2020-05-11 00:00:00,ETH/USDT,187.48,193.44,175.50,185.69,2311029.197,429270139.29081,527835
