https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1607331600000,2020-12-07 09:00:00,BTC/USDT,19260.01,19265.00,19181.94,19221.89,6840.876,131500823.34075,41386
1607328000000,2020-12-07 08:00:00,BTC/USDT,19381.58,19396.61,19219.12,19260.01,9809.785,189127801.99797,48696
1607324400000,2020-12-07 07:00:00,BTC/USDT,19314.11,19420.00,19300.00,19381.57,5347.665,103482275.58933,33246
1607320800000,2020-12-07 06:00:00,BTC/USDT,19254.57,19370.00,19242.00,19314.20,5420.052,104715040.25467,34289
1607317200000,2020-12-07 05:00:00,BTC/USDT,19291.01,19308.01,19247.15,19254.57,3041.740,58634892.53949,23854
1607313600000,2020-12-07 04:00:00,BTC/USDT,19287.32,19313.00,19239.03,19291.00,3311.797,63850651.27395,23059
1607310000000,2020-12-07 03:00:00,BTC/USDT,19211.99,19293.80,19165.10,19287.31,5465.821,105117260.61827,32335
1607306400000,2020-12-07 02:00:00,BTC/USDT,19301.64,19317.04,19152.18,19211.99,7012.906,134880668.15207,35042
1607302800000,2020-12-07 01:00:00,BTC/USDT,19329.17,19359.70,19228.01,19301.65,7924.186,152898454.83363,38188
1607299200000,2020-12-07 00:00:00,BTC/USDT,19375.00,19446.36,19301.00,19329.17,10137.799,196402405.27556,48668
1607295600000,2020-12-06 23:00:00,BTC/USDT,19133.30,19449.10,19132.31,19375.02,18207.523,352187495.07736,84863
1607292000000,2020-12-06 22:00:00,BTC/USDT,19246.02,19262.00,19050.12,19133.56,8669.247,166104887.83964,47931
1607288400000,2020-12-06 21:00:00,BTC/USDT,19172.12,19250.00,19118.13,19245.64,5873.533,112723190.06130,34815
1607284800000,2020-12-06 20:00:00,BTC/USDT,19137.11,19194.59,19128.18,19172.12,3463.121,66354348.42988,24154
1607281200000,2020-12-06 19:00:00,BTC/USDT,19113.99,19163.00,19080.70,19137.11,3332.916,63732664.56324,24923
1607277600000,2020-12-06 18:00:00,BTC/USDT,19136.34,19180.00,19105.18,19114.00,3403.653,65134198.36594,23584
1607274000000,2020-12-06 17:00:00,BTC/USDT,19110.51,19186.70,19071.51,19136.34,4329.036,82858689.60774,28519
1607270400000,2020-12-06 16:00:00,BTC/USDT,19132.17,19224.00,19023.94,19110.50,11119.764,212599626.45481,54571
1607266800000,2020-12-06 15:00:00,BTC/USDT,19127.69,19165.51,19105.00,19132.16,6215.791,118920621.69145,32948
1607263200000,2020-12-06 14:00:00,BTC/USDT,18952.20,19138.00,18929.78,19127.69,12235.678,233120272.28512,57639
1607259600000,2020-12-06 13:00:00,BTC/USDT,18988.00,19025.00,18855.35,18952.20,10697.253,202578622.46926,53211
1607256000000,2020-12-06 12:00:00,BTC/USDT,19093.00,19094.01,18963.01,18987.99,5147.056,97917367.52946,32368
1607252400000,2020-12-06 11:00:00,BTC/USDT,19046.77,19109.00,18968.00,19092.99,5443.439,103591831.19189,36608
1607248800000,2020-12-06 10:00:00,BTC/USDT,19044.99,19065.05,18962.67,19045.05,5316.554,101148237.38226,32254
1607245200000,2020-12-06 09:00:00,BTC/USDT,19024.33,19086.47,18952.00,19044.99,9045.015,172110143.67288,46217
1607241600000,2020-12-06 08:00:00,BTC/USDT,19238.17,19256.00,19007.99,19024.45,11438.967,218694350.41406,52148
1607238000000,2020-12-06 07:00:00,BTC/USDT,19192.09,19265.35,19178.24,19238.17,4146.214,79721635.10053,26130
1607234400000,2020-12-06 06:00:00,BTC/USDT,19158.58,19226.00,19142.52,19192.09,3853.153,73955242.38390,25488
1607230800000,2020-12-06 05:00:00,BTC/USDT,19193.01,19226.96,19112.00,19158.58,5844.405,111989811.37099,29791
1607227200000,2020-12-06 04:00:00,BTC/USDT,19183.82,19238.19,19158.58,19193.02,3814.271,73225079.32863,28604
1607223600000,2020-12-06 03:00:00,BTC/USDT,19238.35,19252.27,19145.00,19183.82,7172.538,137610297.92911,36444
1607220000000,2020-12-06 02:00:00,BTC/USDT,19267.97,19290.00,19211.29,19238.36,5710.958,109944525.36758,29221
1607216400000,2020-12-06 01:00:00,BTC/USDT,19269.92,19355.00,19231.68,19267.87,9689.991,186965618.69717,46492
1607212800000,2020-12-06 00:00:00,BTC/USDT,19147.63,19288.00,19131.80,19270.01,11834.530,227451111.84788,54857
1607209200000,2020-12-05 23:00:00,BTC/USDT,19022.71,19156.00,19019.46,19147.62,4507.481,86087671.55325,28705
1607205600000,2020-12-05 22:00:00,BTC/USDT,19009.00,19053.48,18978.44,19022.72,3580.376,68085221.43083,28405
1607202000000,2020-12-05 21:00:00,BTC/USDT,19058.56,19112.90,19000.00,19009.00,4873.198,92867126.26462,34937
1607198400000,2020-12-05 20:00:00,BTC/USDT,19118.00,19140.00,19000.40,19058.57,4893.455,93332089.91555,32129
1607194800000,2020-12-05 19:00:00,BTC/USDT,19120.13,19186.07,19075.34,19118.00,4789.279,91604298.20202,30955
1607191200000,2020-12-05 18:00:00,BTC/USDT,19130.00,19150.00,19091.61,19120.12,3798.095,72638869.90944,26780
1607187600000,2020-12-05 17:00:00,BTC/USDT,19098.93,19130.65,19025.58,19129.99,3696.166,70527477.26490,25150
1607184000000,2020-12-05 16:00:00,BTC/USDT,19112.59,19159.97,19055.31,19098.93,5859.714,111916326.57311,34979
1607180400000,2020-12-05 15:00:00,BTC/USDT,19080.00,19157.18,19056.62,19112.58,7070.108,135073943.88050,40421
1607176800000,2020-12-05 14:00:00,BTC/USDT,18995.71,19094.70,18975.00,19080.00,5644.192,107464046.62520,39096
1607173200000,2020-12-05 13:00:00,BTC/USDT,19070.72,19080.32,18960.49,18995.45,5359.517,101857622.08373,43137
1607169600000,2020-12-05 12:00:00,BTC/USDT,19025.15,19088.57,18972.31,19070.72,7832.301,149122095.02560,43023
1607166000000,2020-12-05 11:00:00,BTC/USDT,19128.99,19137.40,18972.29,19025.97,10652.365,202710486.05946,50178
1607162400000,2020-12-05 10:00:00,BTC/USDT,19125.01,19150.00,19050.00,19129.00,5521.861,105487349.94632,32844
1607158800000,2020-12-05 09:00:00,BTC/USDT,19161.10,19180.00,19073.40,19125.01,6662.840,127375843.45728,39383
1607155200000,2020-12-05 08:00:00,BTC/USDT,18919.12,19203.46,18919.12,19161.02,14425.012,275386195.64222,68967
1607151600000,2020-12-05 07:00:00,BTC/USDT,18970.01,18993.51,18905.98,18919.13,5215.502,98798613.26012,34057
1607148000000,2020-12-05 06:00:00,BTC/USDT,18964.26,18996.89,18915.00,18969.54,6377.817,120881305.19911,35259
1607144400000,2020-12-05 05:00:00,BTC/USDT,18870.73,18982.35,18848.25,18964.26,6131.053,116009155.78907,37796
1607140800000,2020-12-05 04:00:00,BTC/USDT,18828.61,18941.43,18807.94,18870.92,7214.841,136162975.12817,40356
1607137200000,2020-12-05 03:00:00,BTC/USDT,18802.41,18888.00,18741.75,18828.60,6522.428,122762554.72480,36225
1607133600000,2020-12-05 02:00:00,BTC/USDT,18658.34,18860.10,18650.43,18802.41,8750.429,164102111.98084,42927
1607130000000,2020-12-05 01:00:00,BTC/USDT,18776.18,18830.00,18645.00,18658.34,8058.299,151019402.56508,40853
1607126400000,2020-12-05 00:00:00,BTC/USDT,18662.72,18800.00,18510.00,18776.17,18476.318,344235078.67460,79541
1607122800000,2020-12-04 23:00:00,BTC/USDT,18674.13,18852.00,18616.00,18664.20,14793.485,277292375.87861,66058
1607119200000,2020-12-04 22:00:00,BTC/USDT,18821.99,18887.06,18570.00,18673.97,13036.897,244363832.70417,72665
1607115600000,2020-12-04 21:00:00,BTC/USDT,18971.52,18997.40,18737.59,18822.00,10303.595,194294919.42944,54117
1607112000000,2020-12-04 20:00:00,BTC/USDT,19043.99,19049.00,18866.00,18971.52,6875.383,130381967.39217,36555
1607108400000,2020-12-04 19:00:00,BTC/USDT,19054.99,19065.83,19002.00,19042.51,3061.329,58268604.37421,23956
1607104800000,2020-12-04 18:00:00,BTC/USDT,18971.21,19084.88,18934.00,19055.00,5459.065,103778753.11016,33113
1607101200000,2020-12-04 17:00:00,BTC/USDT,18979.75,19036.63,18937.53,18971.84,7406.905,140659782.50755,38062
1607097600000,2020-12-04 16:00:00,BTC/USDT,18950.00,18996.04,18818.21,18979.75,15357.118,290419625.51876,70824
1607094000000,2020-12-04 15:00:00,BTC/USDT,19046.99,19074.08,18933.00,18950.00,9658.149,183404402.64943,48503
1607090400000,2020-12-04 14:00:00,BTC/USDT,19000.94,19144.31,18912.42,19046.99,13749.571,262068329.88260,61679
1607086800000,2020-12-04 13:00:00,BTC/USDT,19019.99,19030.00,18909.66,19000.93,9785.532,185728653.11981,46469
1607083200000,2020-12-04 12:00:00,BTC/USDT,18838.00,19030.00,18669.13,19020.00,30676.586,578159108.64321,130760
1607079600000,2020-12-04 11:00:00,BTC/USDT,18977.82,19071.53,18750.00,18838.05,22623.443,428763906.65392,97825
1607076000000,2020-12-04 10:00:00,BTC/USDT,19361.56,19367.00,18869.00,18977.81,36669.963,697953561.08817,163774
1607072400000,2020-12-04 09:00:00,BTC/USDT,19398.25,19426.90,19324.44,19361.57,5354.229,103681991.57172,35428
1607068800000,2020-12-04 08:00:00,BTC/USDT,19289.26,19457.82,19287.26,19397.87,13309.277,258088021.84019,59033
1607065200000,2020-12-04 07:00:00,BTC/USDT,19327.17,19352.26,19249.00,19289.25,7840.894,151356867.97397,43688
1607061600000,2020-12-04 06:00:00,BTC/USDT,19206.27,19365.00,19200.93,19327.16,6762.888,130602065.40192,42322
1607058000000,2020-12-04 05:00:00,BTC/USDT,19298.30,19319.90,19200.00,19207.78,4510.389,86926307.31843,33033
1607054400000,2020-12-04 04:00:00,BTC/USDT,19170.44,19325.00,19131.36,19298.31,7069.475,136068345.01135,41001
1607050800000,2020-12-04 03:00:00,BTC/USDT,19266.72,19330.00,19115.00,19168.51,10900.847,209703261.75016,54489
1607047200000,2020-12-04 02:00:00,BTC/USDT,19335.26,19383.67,19260.00,19266.72,7265.299,140303897.62325,44664
1607043600000,2020-12-04 01:00:00,BTC/USDT,19472.00,19499.00,19325.02,19335.25,6969.365,135126080.04547,40782
1607040000000,2020-12-04 00:00:00,BTC/USDT,19432.66,19537.16,19390.01,19471.71,6832.255,132975642.67713,37295
1607036400000,2020-12-03 23:00:00,BTC/USDT,19473.41,19561.00,19420.00,19434.30,6690.185,130384594.91506,39029
1607032800000,2020-12-03 22:00:00,BTC/USDT,19451.94,19489.76,19412.90,19473.41,3767.583,73308100.98478,25476
1607029200000,2020-12-03 21:00:00,BTC/USDT,19379.03,19475.00,19340.01,19452.42,4699.767,91264953.57980,29521
1607025600000,2020-12-03 20:00:00,BTC/USDT,19426.34,19449.96,19315.00,19379.02,6199.953,120185046.68230,34568
1607022000000,2020-12-03 19:00:00,BTC/USDT,19384.24,19437.30,19345.00,19426.35,3788.917,73473854.90331,27243
1607018400000,2020-12-03 18:00:00,BTC/USDT,19312.36,19413.88,19312.35,19384.24,4416.503,85529529.85608,30749
1607014800000,2020-12-03 17:00:00,BTC/USDT,19374.75,19400.00,19207.50,19312.35,10916.199,210482317.77852,53360
1607011200000,2020-12-03 16:00:00,BTC/USDT,19560.91,19640.00,19268.79,19375.03,27163.518,527794199.74282,125956
1607007600000,2020-12-03 15:00:00,BTC/USDT,19361.56,19570.00,19310.00,19560.91,12118.814,235663184.59201,63512
1607004000000,2020-12-03 14:00:00,BTC/USDT,19295.61,19417.60,19287.97,19361.56,6912.021,133864573.07665,40736
1607000400000,2020-12-03 13:00:00,BTC/USDT,19334.37,19396.41,19268.01,19295.61,7065.070,136588023.36433,43375
1606996800000,2020-12-03 12:00:00,BTC/USDT,19420.01,19454.15,19254.90,19334.36,12759.626,246548405.40560,65546
1606993200000,2020-12-03 11:00:00,BTC/USDT,19375.01,19479.20,19300.00,19420.01,12327.762,239123368.51059,69625
1606989600000,2020-12-03 10:00:00,BTC/USDT,19374.71,19453.59,19253.64,19375.40,10448.762,202346127.74091,60758
1606986000000,2020-12-03 09:00:00,BTC/USDT,19405.23,19447.99,19100.00,19375.48,20641.022,397442070.61079,98125
1606982400000,2020-12-03 08:00:00,BTC/USDT,19215.98,19485.95,19172.00,19405.23,20398.080,395322623.64759,100753
1606978800000,2020-12-03 07:00:00,BTC/USDT,18974.70,19278.00,18912.63,19213.55,15370.710,294126006.61786,70528
1606975200000,2020-12-03 06:00:00,BTC/USDT,18929.13,19013.30,18880.22,18974.70,7334.279,139175216.62228,38779
1606971600000,2020-12-03 05:00:00,BTC/USDT,19050.01,19121.60,18865.00,18929.12,11089.253,210574339.20969,51997
1606968000000,2020-12-03 04:00:00,BTC/USDT,19095.99,19132.00,19031.00,19050.01,5026.460,95864325.70091,28852
1606964400000,2020-12-03 03:00:00,BTC/USDT,19046.95,19189.00,19020.00,19096.00,6166.995,117897389.80201,33599
1606960800000,2020-12-03 02:00:00,BTC/USDT,19022.49,19102.08,18950.00,19046.95,11308.245,215307763.92866,44465
1606957200000,2020-12-03 01:00:00,BTC/USDT,19184.14,19190.43,18951.00,19022.49,11522.529,219551058.91404,55313
1606953600000,2020-12-03 00:00:00,BTC/USDT,19207.01,19314.43,19161.24,19184.14,6888.323,132506552.35418,40444
1606950000000,2020-12-02 23:00:00,BTC/USDT,19118.75,19280.00,19097.00,19207.01,5963.159,114431417.76178,39702
1606946400000,2020-12-02 22:00:00,BTC/USDT,19153.00,19249.88,19098.00,19120.88,6977.585,133886055.50699,42996
1606942800000,2020-12-02 21:00:00,BTC/USDT,19088.97,19181.81,19053.00,19152.99,5734.474,109571475.86308,33369
1606939200000,2020-12-02 20:00:00,BTC/USDT,19106.00,19160.13,19052.00,19089.28,7174.455,137096955.24250,39545
1606935600000,2020-12-02 19:00:00,BTC/USDT,19017.24,19144.00,18970.00,19106.14,8618.281,164273175.13236,46745
1606932000000,2020-12-02 18:00:00,BTC/USDT,18979.99,19074.40,18950.00,19017.24,6988.435,132998881.07865,39555
1606928400000,2020-12-02 17:00:00,BTC/USDT,18862.98,19007.72,18816.74,18980.00,8642.722,163473520.54179,44551
1606924800000,2020-12-02 16:00:00,BTC/USDT,18898.98,19029.00,18776.95,18862.99,15522.621,293302748.80523,70945
1606921200000,2020-12-02 15:00:00,BTC/USDT,18921.61,18997.10,18734.39,18898.97,20709.520,390805874.47343,91158
1606917600000,2020-12-02 14:00:00,BTC/USDT,19140.01,19185.26,18850.00,18921.62,20816.271,395812100.20681,94311
1606914000000,2020-12-02 13:00:00,BTC/USDT,18949.99,19271.69,18923.00,19140.00,20285.266,388160565.28364,97176
1606910400000,2020-12-02 12:00:00,BTC/USDT,19130.01,19133.82,18800.00,18950.00,25003.663,473042127.03922,111674
1606906800000,2020-12-02 11:00:00,BTC/USDT,19108.87,19214.39,19026.31,19130.01,11907.257,227758005.59604,61720
1606903200000,2020-12-02 10:00:00,BTC/USDT,19047.14,19209.10,19000.00,19108.87,13440.390,256888910.77653,64998
1606899600000,2020-12-02 09:00:00,BTC/USDT,19215.01,19339.15,19030.00,19047.14,15882.975,304668456.76394,76832
1606896000000,2020-12-02 08:00:00,BTC/USDT,19135.65,19365.00,19072.20,19215.01,22056.798,423924547.93627,100778
1606892400000,2020-12-02 07:00:00,BTC/USDT,18925.03,19154.79,18838.13,19136.00,14642.759,277499810.33675,74257
1606888800000,2020-12-02 06:00:00,BTC/USDT,18654.00,18949.00,18629.38,18925.96,16792.853,315482921.89391,76303
1606885200000,2020-12-02 05:00:00,BTC/USDT,18552.73,18660.92,18472.00,18654.00,11574.867,214949020.63160,53525
1606881600000,2020-12-02 04:00:00,BTC/USDT,18624.94,18707.75,18329.58,18552.73,21506.178,397570888.03746,91855
1606878000000,2020-12-02 03:00:00,BTC/USDT,18682.63,18794.84,18510.00,18623.81,15124.701,281653237.94921,66521
1606874400000,2020-12-02 02:00:00,BTC/USDT,18859.44,18863.92,18655.00,18682.62,8806.967,165179905.90264,44401
1606870800000,2020-12-02 01:00:00,BTC/USDT,18843.15,18979.11,18708.01,18859.44,9558.099,179989298.05833,49248
1606867200000,2020-12-02 00:00:00,BTC/USDT,18770.33,18886.41,18432.00,18843.15,21987.186,410395948.11534,94365
1606863600000,2020-12-01 23:00:00,BTC/USDT,18900.49,18945.00,18734.00,18772.70,13620.935,256245383.12557,65291
1606860000000,2020-12-01 22:00:00,BTC/USDT,19051.01,19170.01,18830.00,18900.49,8696.387,165352519.38903,53113
1606856400000,2020-12-01 21:00:00,BTC/USDT,19025.62,19235.94,18943.00,19051.01,11362.668,217001357.04300,53961
1606852800000,2020-12-01 20:00:00,BTC/USDT,19081.96,19163.00,18872.00,19025.61,12194.757,231558486.95752,60262
1606849200000,2020-12-01 19:00:00,BTC/USDT,18749.42,19148.00,18725.32,19081.95,13135.569,249112485.75522,70032
1606845600000,2020-12-01 18:00:00,BTC/USDT,19067.53,19076.00,18706.00,18749.97,17486.243,330091951.29738,84522
1606842000000,2020-12-01 17:00:00,BTC/USDT,19070.74,19098.01,18624.00,19067.53,31529.791,594866582.36444,139165
1606838400000,2020-12-01 16:00:00,BTC/USDT,19276.00,19336.43,18945.00,19070.74,31499.849,601640953.43225,134106
1606834800000,2020-12-01 15:00:00,BTC/USDT,19294.79,19500.00,19180.00,19276.01,32458.592,627640158.96610,142890
1606831200000,2020-12-01 14:00:00,BTC/USDT,18765.09,19375.00,18658.00,19297.16,38069.899,726132905.36606,172106
1606827600000,2020-12-01 13:00:00,BTC/USDT,18574.71,18837.00,18050.00,18765.10,61667.583,1140179302.33114,286668
1606824000000,2020-12-01 12:00:00,BTC/USDT,19439.99,19494.00,18400.00,18570.32,82009.676,1547810557.55438,354880
1606820400000,2020-12-01 11:00:00,BTC/USDT,19770.97,19956.00,18896.03,19440.00,66347.008,1294549788.23090,294347
1606816800000,2020-12-01 10:00:00,BTC/USDT,19588.00,19856.00,19582.96,19770.98,25113.197,496141439.03244,113368
1606813200000,2020-12-01 09:00:00,BTC/USDT,19488.49,19595.36,19450.00,19587.76,8881.823,173331054.39573,46574
1606809600000,2020-12-01 08:00:00,BTC/USDT,19539.46,19590.13,19461.16,19487.25,9321.043,182080263.79429,53994
1606806000000,2020-12-01 07:00:00,BTC/USDT,19359.00,19572.00,19320.00,19539.46,9375.248,182426928.22172,49575
1606802400000,2020-12-01 06:00:00,BTC/USDT,19498.01,19537.62,19340.00,19359.01,7109.469,138168499.06596,42303
1606798800000,2020-12-01 05:00:00,BTC/USDT,19369.15,19520.09,19301.00,19498.01,8320.942,161507819.99801,47670
1606795200000,2020-12-01 04:00:00,BTC/USDT,19433.62,19543.91,19350.16,19369.26,12935.279,251617382.32083,60353
1606791600000,2020-12-01 03:00:00,BTC/USDT,19700.00,19700.00,19328.13,19433.71,11491.640,224580327.96913,55010
1606788000000,2020-12-01 02:00:00,BTC/USDT,19627.21,19728.00,19565.00,19700.00,8608.662,169173497.87116,44141
1606784400000,2020-12-01 01:00:00,BTC/USDT,19586.67,19661.55,19456.92,19624.01,10926.820,213875047.89820,50947
1606780800000,2020-12-01 00:00:00,BTC/USDT,19722.09,19749.98,19500.00,19587.94,21722.253,426397502.83716,83070
1606777200000,2020-11-30 23:00:00,BTC/USDT,19519.57,19775.34,19461.31,19720.00,17521.243,344314807.60502,76878
1606773600000,2020-11-30 22:00:00,BTC/USDT,19390.00,19519.57,19258.30,19519.56,8017.590,155324090.93047,47971
1606770000000,2020-11-30 21:00:00,BTC/USDT,19446.45,19550.00,19334.01,19390.00,9147.089,177963596.45292,51055
1606766400000,2020-11-30 20:00:00,BTC/USDT,19273.92,19506.50,19185.00,19446.45,14051.648,272402889.13386,71050
1606762800000,2020-11-30 19:00:00,BTC/USDT,19201.40,19337.39,19108.89,19275.44,14637.999,281674328.47362,64390
1606759200000,2020-11-30 18:00:00,BTC/USDT,19415.88,19494.79,19163.96,19201.40,16539.347,319188374.77587,74957
1606755600000,2020-11-30 17:00:00,BTC/USDT,19228.99,19499.80,19047.00,19415.88,30865.487,594737217.26243,134470
1606752000000,2020-11-30 16:00:00,BTC/USDT,19340.45,19629.40,19157.03,19225.11,37505.602,728286635.93451,159118
1606748400000,2020-11-30 15:00:00,BTC/USDT,19563.70,19944.00,19252.00,19339.41,76450.700,1499740567.91446,304472
1606744800000,2020-11-30 14:00:00,BTC/USDT,19153.41,19863.69,19147.27,19563.70,70784.201,1379577858.83464,273085
1606741200000,2020-11-30 13:00:00,BTC/USDT,18834.23,19226.98,18780.00,19154.93,40557.388,770820375.63037,152208
1606737600000,2020-11-30 12:00:00,BTC/USDT,18601.01,18844.22,18601.00,18834.23,19446.831,364557777.66440,82792
1606734000000,2020-11-30 11:00:00,BTC/USDT,18501.19,18670.00,18500.01,18601.00,12263.197,228269818.54518,53107
1606730400000,2020-11-30 10:00:00,BTC/USDT,18475.00,18589.00,18442.62,18501.19,10245.433,189793687.83740,43722
1606726800000,2020-11-30 09:00:00,BTC/USDT,18458.79,18508.10,18336.48,18476.16,14459.573,266340864.66968,56201
1606723200000,2020-11-30 08:00:00,BTC/USDT,18618.00,18622.67,18380.00,18458.79,20244.986,373891984.47996,69248
1606719600000,2020-11-30 07:00:00,BTC/USDT,18512.98,18691.00,18507.00,18618.00,12971.188,241525484.33420,50085
1606716000000,2020-11-30 06:00:00,BTC/USDT,18512.11,18549.98,18471.28,18512.97,5252.365,97217053.50165,25616
1606712400000,2020-11-30 05:00:00,BTC/USDT,18511.67,18615.40,18465.01,18512.10,8668.733,160790704.47520,38621
1606708800000,2020-11-30 04:00:00,BTC/USDT,18575.24,18618.41,18445.00,18511.66,9599.451,177663600.03784,39635
1606705200000,2020-11-30 03:00:00,BTC/USDT,18497.17,18578.41,18424.15,18574.47,10562.206,195568175.70839,44399
1606701600000,2020-11-30 02:00:00,BTC/USDT,18478.96,18535.00,18425.77,18496.90,8467.584,156468844.95708,42689
1606698000000,2020-11-30 01:00:00,BTC/USDT,18428.00,18558.00,18351.00,18478.94,12661.003,233570961.10729,56818
1606694400000,2020-11-30 00:00:00,BTC/USDT,18180.43,18475.98,18178.82,18427.99,19561.730,359117266.31448,77181
1606690800000,2020-11-29 23:00:00,BTC/USDT,18131.14,18226.60,18110.29,18181.09,7662.780,139255071.66989,36029
1606687200000,2020-11-29 22:00:00,BTC/USDT,18255.25,18264.69,18054.22,18131.03,11657.527,211511150.26553,55514
1606683600000,2020-11-29 21:00:00,BTC/USDT,18205.66,18343.00,18199.98,18255.24,15762.099,288157910.55739,61560
1606680000000,2020-11-29 20:00:00,BTC/USDT,18038.00,18220.00,18023.00,18205.66,10366.762,188175452.20861,44264
1606676400000,2020-11-29 19:00:00,BTC/USDT,18115.99,18124.48,18002.26,18038.00,4728.928,85402878.84821,26982
1606672800000,2020-11-29 18:00:00,BTC/USDT,18094.00,18126.30,18040.00,18115.99,5231.179,94560477.83456,26772
1606669200000,2020-11-29 17:00:00,BTC/USDT,18085.99,18138.84,18043.81,18093.28,8678.653,157101357.36619,37335
1606665600000,2020-11-29 16:00:00,BTC/USDT,18113.44,18143.40,17919.74,18085.98,14932.930,269146442.36925,60411
1606662000000,2020-11-29 15:00:00,BTC/USDT,18033.34,18137.00,17960.48,18113.36,10189.514,184091614.58405,45839
1606658400000,2020-11-29 14:00:00,BTC/USDT,18092.50,18194.00,18025.00,18033.33,12575.489,227724796.11026,52290
1606654800000,2020-11-29 13:00:00,BTC/USDT,18030.21,18123.00,18006.89,18092.50,9978.524,180214650.46182,45391
1606651200000,2020-11-29 12:00:00,BTC/USDT,18086.25,18127.40,17916.07,18030.21,16126.446,290438663.79006,63859
1606647600000,2020-11-29 11:00:00,BTC/USDT,18185.67,18239.76,18000.00,18086.25,15948.227,288886168.00465,66737
1606644000000,2020-11-29 10:00:00,BTC/USDT,18107.00,18226.98,18038.83,18186.06,11684.333,211792815.78732,53424
1606640400000,2020-11-29 09:00:00,BTC/USDT,18143.51,18217.26,18052.28,18107.01,13519.178,245111649.66560,61757
1606636800000,2020-11-29 08:00:00,BTC/USDT,17819.29,18150.00,17805.03,18143.52,23662.404,426527587.87355,91869
1606633200000,2020-11-29 07:00:00,BTC/USDT,17732.02,17850.00,17669.58,17819.30,9109.818,161830393.52377,44139
1606629600000,2020-11-29 06:00:00,BTC/USDT,17790.46,17793.32,17707.37,17732.02,6336.605,112445976.54661,30619
1606626000000,2020-11-29 05:00:00,BTC/USDT,17766.20,17839.73,17754.00,17790.47,4791.259,85285077.96540,26345
1606622400000,2020-11-29 04:00:00,BTC/USDT,17870.01,17871.79,17765.00,17766.20,6934.854,123491313.66207,36734
1606618800000,2020-11-29 03:00:00,BTC/USDT,17741.97,17889.95,17727.00,17870.00,8697.013,154736815.83583,41040
1606615200000,2020-11-29 02:00:00,BTC/USDT,17589.99,17749.00,17546.62,17741.98,7899.157,139540160.10869,32263
1606611600000,2020-11-29 01:00:00,BTC/USDT,17647.61,17665.00,17523.00,17589.99,7175.415,126277188.15881,36063
1606608000000,2020-11-29 00:00:00,BTC/USDT,17717.74,17761.00,17534.00,17647.61,12374.912,218024928.91024,48549
1606604400000,2020-11-28 23:00:00,BTC/USDT,17762.08,17806.00,17661.43,17717.74,6048.832,107283114.74786,32034
1606600800000,2020-11-28 22:00:00,BTC/USDT,17739.93,17839.00,17623.65,17761.44,9420.771,167135663.25668,45922
1606597200000,2020-11-28 21:00:00,BTC/USDT,17677.26,17749.31,17661.71,17739.93,5913.168,104765620.94517,28729
1606593600000,2020-11-28 20:00:00,BTC/USDT,17816.90,17880.00,17672.00,17677.26,14492.818,257901657.51777,59370
1606590000000,2020-11-28 19:00:00,BTC/USDT,17735.00,17844.97,17675.00,17817.07,11425.358,202992908.19120,52553
1606586400000,2020-11-28 18:00:00,BTC/USDT,17751.61,17769.00,17646.30,17734.99,10621.337,188091331.37956,45544
1606582800000,2020-11-28 17:00:00,BTC/USDT,17706.92,17754.82,17604.60,17750.28,14165.915,250503857.76778,59573
1606579200000,2020-11-28 16:00:00,BTC/USDT,17519.42,17780.00,17519.41,17706.93,32427.393,572802459.53577,115995
1606575600000,2020-11-28 15:00:00,BTC/USDT,17342.93,17525.00,17342.30,17518.56,17120.887,298219429.46533,67787
1606572000000,2020-11-28 14:00:00,BTC/USDT,17369.95,17399.00,17270.51,17342.93,12203.272,211581576.47848,55460
1606568400000,2020-11-28 13:00:00,BTC/USDT,17141.15,17374.00,17088.34,17369.66,15564.809,268683804.78629,64632
1606564800000,2020-11-28 12:00:00,BTC/USDT,17168.99,17235.00,17079.61,17141.15,11132.116,190938935.80517,47090
1606561200000,2020-11-28 11:00:00,BTC/USDT,17203.57,17208.22,17122.00,17168.99,8917.566,153117926.39319,39605
1606557600000,2020-11-28 10:00:00,BTC/USDT,16920.00,17274.97,16882.74,17203.56,20358.234,348754744.34644,75861
1606554000000,2020-11-28 09:00:00,BTC/USDT,16882.62,16966.77,16880.50,16919.00,6572.677,111260619.49083,28952
1606550400000,2020-11-28 08:00:00,BTC/USDT,17021.77,17053.64,16870.73,16882.62,9353.453,158505955.36098,38810
1606546800000,2020-11-28 07:00:00,BTC/USDT,17023.15,17071.10,17001.43,17021.77,7062.615,120352993.67367,30545
1606543200000,2020-11-28 06:00:00,BTC/USDT,16981.49,17043.70,16969.32,17023.09,5464.316,92879176.81176,26012
1606539600000,2020-11-28 05:00:00,BTC/USDT,16964.74,16982.92,16865.78,16981.49,6907.031,116915493.59537,30964
1606536000000,2020-11-28 04:00:00,BTC/USDT,16996.99,17031.56,16891.87,16964.67,6854.239,116271592.44648,30565
1606532400000,2020-11-28 03:00:00,BTC/USDT,16991.41,17015.81,16928.19,16996.99,8720.363,147998592.08026,35188
1606528800000,2020-11-28 02:00:00,BTC/USDT,17134.39,17136.39,16990.00,16991.40,8108.099,138221473.74202,33751
