https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,tradecount
1609135200000,2020-12-28 06:00:00,ETH/USDT,714.82,716.20,707.30,713.96,141170.886,100457595.31475,57362
1609131600000,2020-12-28 05:00:00,ETH/USDT,705.44,715.27,703.96,714.83,156554.595,111245713.76925,63827
1609128000000,2020-12-28 04:00:00,ETH/USDT,704.71,710.99,698.70,705.45,133878.182,94353970.48955,54441
1609124400000,2020-12-28 03:00:00,ETH/USDT,707.09,710.60,697.02,704.71,158395.205,111340095.54372,66731
1609120800000,2020-12-28 02:00:00,ETH/USDT,707.85,710.47,701.05,707.16,133821.802,94462077.74237,56572
1609117200000,2020-12-28 01:00:00,ETH/USDT,709.50,721.00,702.00,707.75,263026.188,187277694.17447,98505
1609113600000,2020-12-28 00:00:00,ETH/USDT,685.97,717.48,681.91,709.50,416793.990,294065520.52142,161872
1609110000000,2020-12-27 23:00:00,ETH/USDT,688.06,698.50,682.92,685.97,201103.197,138839363.24234,91602
1609106400000,2020-12-27 22:00:00,ETH/USDT,679.37,689.07,677.60,688.04,132074.070,90216110.80726,69162
1609102800000,2020-12-27 21:00:00,ETH/USDT,674.16,682.87,660.51,679.30,447138.472,301246153.92168,157931
1609099200000,2020-12-27 20:00:00,ETH/USDT,706.70,706.73,674.00,674.17,413071.607,285077137.81434,135170
